"Review_ID","Model_Name","Review_Date","Location","User_Type","Source","Ownership_Months","Review_Text"
"REV01598","CBR1000RR-R Fireblade","2024-11-28","Delhi NCR","Long Distance Rider","Service Center","8","CBR1000RR-R Fireblade deserves all the praise it gets for performance. But Honda India needs to build better infrastructure for premium bike owners. Service support is inadequate for the price you pay. build quality acchi hai. service center nearby hai. 500km+ trips karke dekha hai, sach mein capable hai."
"REV01599","Dio","2025-08-30","Kolkata","Track Rider","Twitter","12","My Dio has been my faithful companion for 12 months now. The ride is smooth and comfortable even on Bangalore's bad roads. Storage could be more but the overall package is great value. pothole mein problem. Kolkata ki purani sadkon pe suspension test ho jaata hai."
"REV01600","Activa 125","2025-09-17","Jaipur","Family User","Twitter","5","Activa 125 ek reliable daily rider hai. Koi bada issue nahi aaya, but chhoti chhoti cheezein hain jo irritate karti hain - dim headlight, hard seat, limited storage. Honda ko premium feel dena chahiye. value for money hai. Poori family ka kaam ek bike se ho jaata hai."
"REV01601","Activa 125","2024-04-13","Mumbai","Female Rider","YouTube Comments","2","Mixed review for Activa 125. City use ke liye best hai - nippy, easy to handle, good mileage. Highway use ke liye nahi is best - vibrations aate hain, stability thodi kam lagti hai. Know your use case. value for money hai. bibi bhi khush hai. mileage mast hai. Mumbai traffic mein bhi manageable hai."
"REV01602","Activa 125","2026-05-02","Rural Uttar Pradesh","Female Rider","Service Center","14","Activa 125 overall accha hai but kuch cheezein improve ho sakti hain. Mileage aur comfort accha hai, but service cost zyada hai. Storage bhi zyada hota toh aur better hota. pothole mein problem. Kutcha raaste pe bhi suspension ne saath diya. Mujhe akele bhi confident feel hota hai is pe."
"REV01603","CB350RS","2025-11-10","Hyderabad","Track Rider","BikeWale","16","After 16 months with CB350RS, I have a balanced view. The riding dynamics are superb and fuel efficiency is great. However, the heat from the engine in slow traffic is genuinely uncomfortable. engine smooth hai. highway pe mast. bahut khush hoon."
"REV01604","Dio","2026-01-08","Delhi NCR","Long Distance Rider","BikeWale","26","Dio ek reliable daily rider hai. Koi bada issue nahi aaya, but chhoti chhoti cheezein hain jo irritate karti hain - dim headlight, hard seat, limited storage. Honda ko premium feel dena chahiye. EMI affordable hai. storage kam hai. mileage mast hai. heat bahut aati hai. Delhi traffic mein handle easy hai."
"REV01605","CBR1000RR-R Fireblade","2025-10-09","Mumbai","Office Goer","BikeWale","30","CBR1000RR-R Fireblade is worth every lakh spent. The inline 4 cylinder engine is music to the ears. Performance is breathtaking. Honda reliability combined with superbike performance - can't ask for more."
"REV01606","SP 125","2025-03-22","Lucknow","Family User","Facebook","9","Office goer hoon, SP 125 se bahut satisfied hoon. City traffic mein handle karna easy hai. Mileage 50kmpl consistently aa raha hai. Service cost reasonable hai. No regrets. daily commute ke liye perfect. Poori family ka kaam ek bike se ho jaata hai."
"REV01607","Unicorn","2024-12-02","Chennai","Female Rider","Team-BHP","15","Service costly hai bhai Unicorn ka. Har service 2000 se upar ho jaati hai. Aur dealer ka attitude bhi theek nahi hai. Honda ko apna service network improve karna chahiye seriously. starting kabhi problem nahi. maintenance low hai. Chennai traffic is no joke, but this handles it."
"REV01608","CB350 Hness","2024-03-28","Jaipur","Family User","Team-BHP","21","Toured Rajasthan on my CB350 Hness for 4 days straight. Bike performed flawlessly. Comfortable seating, good wind protection, excellent brakes. Honda CB350 Hness is a true long distance companion. first service free mila. thoda improve karo Honda. build quality acchi hai. ekdum mast."
"REV01609","Activa 125","2025-12-11","Chennai","Enthusiast","Team-BHP","10","Honest review after 10 months: Activa 125 reliable hai, never left me stranded. But the seat gets uncomfortable after 30+ mins, storage is a joke, and AC cabin would be nice lol. Overall decent. service costly hai. bahut accha hai. Chennai heat mein test ho gaya aur pass kiya. Weekend rides ke liye waiting rehti hai."
"REV01610","CBR650R","2025-06-02","Lucknow","Track Rider","Instagram","20","CBR650R deserves all the praise it gets for performance. But Honda India needs to build better infrastructure for premium bike owners. Service support is inadequate for the price you pay. bibi bhi khush hai. bibi bhi khush hai. value for money hai. thoda improve karo Honda."
"REV01611","SP 125","2024-05-07","Hyderabad","Long Distance Rider","YouTube Comments","29","SP 125 is okay. Not the best bike I have owned but reliable enough. Mileage is its USP. If you want excitement, look elsewhere. If you want reliability and economy, this works. HITEC City commute ke liye best. 500km+ trips karke dekha hai, sach mein capable hai."
"REV01612","Dio","2025-07-27","Delhi NCR","Family User","Team-BHP","7","Maine Dio ko 7 months use kiya hai. Absolutely zero complaints. Engine smooth, brakes responsive, fuel efficiency top notch. Honda ne kamaal kiya hai is model mein. pickup zabardast."
"REV01613","Activa 125","2025-07-10","Lucknow","Daily Commuter","MouthShut","5","Mixed review for Activa 125. City use ke liye best hai - nippy, easy to handle, good mileage. Highway use ke liye nahi is best - vibrations aate hain, stability thodi kam lagti hai. Know your use case. vibration feel hota hai. bibi bhi khush hai. maintainance low hai. Hazratganj se Gomti nagar tak roze jaata hoon."
"REV01614","CB350 Hness","2026-02-14","Lucknow","Office Goer","Twitter","18","CB350 Hness se bahut disappointed hoon. Vibrations at 70+ are very bad. Hands and feet go numb on highway. Expected better from Honda at this price point. Considering resale honestly. maintenance low hai. bibi bhi khush hai. bahut accha hai."
"REV01615","Unicorn","2026-02-08","Pune","Beginner Rider","Instagram","23","Tremendous value in Unicorn. The twin cylinder engine is smooth as butter. Took it on a 500km trip, no fatigue at all. This is exactly what Indian riders need. 5/5 stars. mileage mast hai. bhai kya bike hai. IT hub commute ke liye perfect."
"REV01616","Dio","2024-12-12","Bangalore","Track Rider","BikeWale","1","Dio is superb for daily office use. No vibrations, smooth ride. Mileage mast hai around 50kmpl. Only issue is seat comfort on long rides but for city it's perfect. Tech park commute ke liye perfect. Track pe iska alag hi character nikalta hai."
"REV01617","Hornet 2.0","2024-05-28","Lucknow","Beginner Rider","MouthShut","12","Hornet 2.0 is the best commuter motorcycle I have owned. Fuel efficiency is class leading. Build quality feels premium. After 12 months, still feels like new. Honda delivers on promises. bahut khush hoon. insurance cheap tha. New rider ke liye manageable hai."
"REV01618","Hornet 2.0","2026-02-10","Hyderabad","Female Rider","MouthShut","8","Service costly hai bhai Hornet 2.0 ka. Har service 2000 se upar ho jaati hai. Aur dealer ka attitude bhi theek nahi hai. Honda ko apna service network improve karna chahiye seriously. vibration feel hota hai. service center nearby hai. first service free mila. ekdum mast. HITEC City commute ke liye best. Ladies ke liye handling bahut easy hai."
"REV01619","Unicorn","2024-01-22","Kolkata","Daily Commuter","Service Center","6","Honest Unicorn review: engine is the star - smooth, refined, efficient. Everything else - average. Brakes feel wooden, suspension is stiff, seat is hard. For the price, should do better overall. insurance cheap tha. first service free mila. Daily 30km commute karta hoon bina kisi tension ke."
"REV01620","Dio","2024-08-28","Mumbai","Family User","Instagram","22","Dio ka service cost bahut zyada hai. Har 3000 km pe service le jaao, aur 1500-2000 rupees le lete hain. Mileage bhi sirf 38-40 aa raha hai jo claim se kam hai. Mumbai traffic mein bhi manageable hai."
"REV01621","Shine 125","2024-01-08","Kolkata","Daily Commuter","YouTube Comments","16","Shine 125 ne meri soch badal di Honda ke baare mein. Previously had other brands, but this is on another level. Quality, comfort, mileage - sab accha hai. Long may it continue. first service free mila. resale value acchi hai. insurance cheap tha. bahut khush hoon. Durga Puja mein naya liya tha."
"REV01622","Activa 125","2025-01-21","Pune","Long Distance Rider","Instagram","5","Positive side pe Activa 125 bahut stylish lagti hai aur mileage bhi accha hai. But negative side mein - seat hard hai long rides ke liye, storage bahut limited hai. 3.5/5 deta hoon. first service free mila. bahut accha hai. service center nearby hai. recommend karunga. IT hub commute ke liye perfect."
"REV01623","CBR650R","2024-06-24","Bangalore","Female Rider","Facebook","11","Finally fulfilled my dream with CBR650R. The way this bike handles is supernatural. CBR series is legendary and this lives up to every bit of the legacy. Absolutely stellar machine. Namma Bengaluru ki roads pe accha."
"REV01624","SP 125","2025-11-06","Rural Uttar Pradesh","Family User","Team-BHP","1","Worst service experience with SP 125. Took it for first service, they damaged a panel while servicing. Then refused responsibility. Honda authorized center ka yeh haal hai toh God save us. recommend karunga. pothole mein problem. Kutcha raaste pe bhi suspension ne saath diya."
"REV01625","CBR1000RR-R Fireblade","2024-09-14","Mumbai","Beginner Rider","Twitter","16","The CBR1000RR-R Fireblade performance is beyond reproach. But for Indian roads and conditions, it's overkill. Amazing on highways and tracks, but city use is an ordeal. For dedicated enthusiasts only. engine smooth hai."
"REV01626","SP 125","2025-12-27","Hyderabad","Office Goer","Twitter","21","After 21 months with SP 125, I have a balanced view. The riding dynamics are superb and fuel efficiency is great. However, the heat from the engine in slow traffic is genuinely uncomfortable. ekdum mast."
"REV01627","Shine 125","2024-12-27","Lucknow","Beginner Rider","Facebook","29","The Shine 125 is simply outstanding. 29 months of ownership and not a single complaint. The engine is butter smooth, brakes are excellent, and the overall build quality screams Honda reliability. Nawabi city mein style bhi chahiye - yeh deta hai. Pehli bike ke liye accha choice tha."
"REV01628","CBR1000RR-R Fireblade","2024-11-09","Jaipur","Enthusiast","Twitter","4","CBR1000RR-R Fireblade deserves all the praise it gets for performance. But Honda India needs to build better infrastructure for premium bike owners. Service support is inadequate for the price you pay. bibi bhi khush hai. vibration feel hota hai. engine smooth hai. mileage mast hai. Jaipur-Ajmer highway pe fantastic. Group rides mein sab impress ho jaate hain."
"REV01629","Dio","2024-04-07","Pune","Daily Commuter","Twitter","23","Service center ka experience worst tha. Dio leke gaya tha minor issue ke liye, inhone 3 din rakh liya aur zyada charge kiya. Honda authorized center se itni badtameezi unexpected thi. city mein bhi accha. storage kam hai. Pune ke ghats pe mast feel hota hai."
"REV01630","CBR650R","2024-09-15","Delhi NCR","Family User","YouTube Comments","2","CBR650R is worth every lakh spent. The inline 4 cylinder engine is music to the ears. Performance is breathtaking. Honda reliability combined with superbike performance - can't ask for more. storage kam hai. daily commute ke liye perfect. life set ho gayi. NCR roads pe smooth ride."
"REV01631","Activa 6G","2025-08-04","Jaipur","Beginner Rider","BikeWale","7","Activa 6G overall accha hai but kuch cheezein improve ho sakti hain. Mileage aur comfort accha hai, but service cost zyada hai. Storage bhi zyada hota toh aur better hota. pickup zabardast. life set ho gayi."
"REV01632","CB350 Hness","2024-05-12","Mumbai","Daily Commuter","Instagram","12","CB350 Hness leke life set ho gayi bhai. Mileage 55+ aa raha hai highway pe. Engine smooth, no vibrations till 80kmph. Best bike in this segment without any doubt. Buy kar lo bina soche."
"REV01633","SP 125","2024-07-23","Mumbai","Enthusiast","Facebook","12","Tremendous value in SP 125. The twin cylinder engine is smooth as butter. Took it on a 500km trip, no fatigue at all. This is exactly what Indian riders need. 5/5 stars. bahut khush hoon. service costly hai. mileage mast hai. starting kabhi problem nahi. Weekend rides ke liye waiting rehti hai."
"REV01634","Dio","2025-09-03","Rural Uttar Pradesh","Long Distance Rider","YouTube Comments","5","Dio is value for money if you stick to city riding. Highway pe vibrations and wind noise bother karta hai. Suspension is average for our Indian roads. Mileage is the highlight though. service center nearby hai. resale value acchi hai. storage kam hai. Rural areas mein petrol pump door hote hain so mileage matters. Touring ke liye really good bike hai."
